Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,Anthem HMO,Anthem PPO,BCBS PPO/HMO/Blue Select/Blue Value/POS,Care N Care,Cash Discount,CIGNA,First Health,Humana,Humana Medicare Advantage,MedCost,UHC,UHC Medicare Advantage,Care N Care Note,UHC Note,Aetna Medicare Advantage Note,Anthem HMO Note,Anthem PPO Note,BCBS PPO/HMO/Blue Select/Blue Value/POS Note,Humana Medicare Advantage Note,UHC Medicare Advantage Note
"Rockingham Hospital"," 3D IMAGING ULTRASOUOND","76376","$182.00","$81.04","$136.32","$136.32","$0.00","$99.97","$103.56","$81.04","$0.00","$109.20","$109.38","$136.32","$127.40","$0.00","$123.94","$127.40","$0.00","","","","","","","",""
"Rockingham Hospital"," 3D IMAGING ULTRASOUND","76376","$182.00","$81.04","$136.32","$136.32","$0.00","$99.97","$103.56","$81.04","$0.00","$109.20","$109.38","$136.32","$127.40","$0.00","$123.94","$127.40","$0.00","","","","","","","",""
"Rockingham Hospital"," RECONSTRUCTION OF CT","76376","$490.00","$236.96","$943.00","$367.01","$0.00","$269.16","$278.81","$236.96","$0.00","$294.00","$909.00","$367.01","$343.00","$0.00","$333.69","$943.00","$0.00","","","","","","","",""
"Rockingham Hospital"," 3D RENDERING OF MRCP","76376","$164.00","$84.97","$1,551.00","$122.84","$0.00","$90.09","$93.32","$84.97","$0.00","$98.40","$1,515.00","$122.84","$114.80","$0.00","$111.68","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," DYNAMIC FINGER SPLINT","29131","$334.00","$149.26","$250.17","$250.17","$0.00","$183.47","$190.05","$149.26","$0.00","$200.40","$200.73","$250.17","$233.80","$0.00","$227.45","","$0.00","","","","","","","",""
"Rockingham Hospital"," CREATININE CLEARANCE","82575","$113.00","$13.53","$84.64","$84.64","$0.00","$62.07","$64.30","$57.49","$0.00","$67.80","$67.91","$84.64","$79.10","$0.00","$76.95","$13.53","$0.00","","","","","","","",""
"Rockingham Hospital"," ER ARTHROCENTESIS MAJOR JOINT","20610","$473.00","$209.42","$354.28","$354.28","$267.01","$259.82","$269.14","$265.21","$209.42","$283.80","$284.27","$354.28","$331.10","$261.77","$322.11","","$268.31","","","","","","","",""
"Rockingham Hospital"," ED REDUCE PROLAPSED RECTUM","45900","$1,125.00","$611.10","$842.63","$842.63","$779.16","$617.96","$640.13","$630.79","$611.10","$675.00","$676.13","$842.63","$787.50","$763.88","$766.13","","$782.98","","","","","","","",""
"Rockingham Hospital"," ER THORACENTESIS","32554","$1,213.00","$504.41","$908.54","$908.54","$643.12","$666.30","$690.20","$680.13","$504.41","$727.80","$729.01","$908.54","$849.10","$630.51","$826.05","","$646.27","","","","","","","",""
"Rockingham Hospital"," ER WRIST REDUCTION","25660","$339.00","$172.51","$253.91","$253.91","$219.95","$186.21","$192.89","$190.08","$172.51","$203.40","$203.74","$253.91","$237.30","$215.64","$230.86","","$221.03","","","","","","","",""
"Rockingham Hospital"," ER CANTHOTOMY","67715","$2,785.00","$1,529.80","$2,085.97","$2,085.97","$1,973.90","$1,529.80","$1,584.66","$1,561.55","$1,548.16","$1,671.00","$1,673.78","$2,085.97","$1,949.50","$1,935.20","$1,896.59","","$1,983.58","","","","","","","",""
"Rockingham Hospital"," KIDNEY SCAN","78701","$1,188.00","$294.50","$889.81","$889.81","$375.49","$652.57","$675.97","$679.06","$294.50","$712.80","$713.99","$889.81","$831.60","$368.13","$809.03","$831.60","$377.33","","","","","","","",""
"Rockingham Hospital"," ALDOSTERONE","82088","$161.00","$58.37","$120.59","$120.59","$0.00","$88.44","$91.61","$81.92","$0.00","$96.60","$96.76","$120.59","$112.70","$0.00","$109.64","$58.37","$0.00","","","","","","","",""
"Rockingham Hospital"," ALDOSTERONE","82088","$372.00","$32.60","$278.63","$278.63","$41.56","$204.34","$211.67","$189.27","$32.60","$223.20","$223.57","$278.63","$260.40","$40.75","$253.33","$58.37","$41.77","","","","","","","",""
"Rockingham Hospital"," ALDOSTERONE COMPONENT CHG","82088","$274.00","$58.37","$205.23","$205.23","$0.00","$150.51","$155.91","$139.41","$0.00","$164.40","$164.67","$205.23","$191.80","$0.00","$186.59","$58.37","$0.00","","","","","","","",""
"Rockingham Hospital"," FOLATES RBC","82747","$237.00","$24.80","$177.51","$177.51","$0.00","$130.18","$134.85","$120.59","$0.00","$142.20","$142.44","$177.51","$165.90","$0.00","$161.40","$24.80","$0.00","","","","","","","",""
"Rockingham Hospital"," FOLATES RBC","82747","$207.00","$24.80","$155.04","$155.04","$0.00","$113.71","$117.78","$105.32","$0.00","$124.20","$124.41","$155.04","$144.90","$0.00","$140.97","$24.80","$0.00","","","","","","","",""
"Rockingham Hospital"," DG CHOLANGIOGRAM OPERATIVE","74300","$496.00","$272.45","$371.50","$371.50","$0.00","$272.45","$282.22","$327.31","$0.00","$297.60","$298.10","$371.50","$347.20","$0.00","$337.78","$347.20","$0.00","","","","","","","",""
"Rockingham Hospital"," DG SKULL 1-3V","70250","$289.00","$89.66","$216.46","$216.46","$114.32","$158.75","$164.44","$190.71","$89.66","$173.40","$173.69","$216.46","$202.30","$112.08","$196.81","$202.30","$114.88","","","","","","","",""
"Rockingham Hospital"," CT T SPINE W/CM","72129","$1,612.00","$145.78","$1,207.39","$1,207.39","$185.86","$885.47","$917.23","$779.56","$145.78","$967.20","$909.00","$1,207.39","$1,128.40","$182.22","$1,097.77","$943.00","$186.78","","","","","","","",""
"Rockingham Hospital"," CT T SPINE W/ CONTRAST","72129","$1,451.00","$145.78","$1,086.80","$1,086.80","$185.86","$797.03","$825.62","$701.70","$145.78","$870.60","$909.00","$1,086.80","$1,015.70","$182.22","$988.13","$943.00","$186.78","","","","","","","",""
"Rockingham Hospital"," FUNGUS CULTURE","87102","$151.00","$6.73","$113.10","$113.10","$8.58","$82.94","$85.92","$76.83","$6.73","$90.60","$90.75","$113.10","$105.70","$8.41","$102.83","$12.03","$8.62","","","","","","","",""
"Rockingham Hospital"," EMERGENCY ROOM-LEVEL 5","99285","$1,818.00","$403.61","$2,911.00","$1,361.68","$514.60","$998.63","$1,034.44","$1,019.35","$403.61","$1,090.80","$1,092.62","$1,361.68","$1,272.60","$504.51","$1,238.06","$2,911.00","$517.12","","","","","","","",""
"Rockingham Hospital"," MRI BREAST UNILATERAL W CONTR","C8903","$2,205.00","$145.78","$1,651.55","$1,651.55","$185.86","$1,211.21","$1,254.64","$1,142.41","$145.78","$1,323.00","$1,515.00","$1,651.55","$1,543.50","$182.22","$1,501.61","$1,551.00","$186.78","","","","","","","",""
"Rockingham Hospital"," US OB TRANSVAGINAL","76817","$588.00","$89.66","$440.41","$440.41","$114.32","$322.99","$334.57","$261.84","$89.66","$352.80","$353.39","$440.41","$411.60","$112.08","$400.43","$411.60","$114.88","","","","","","","",""
"Rockingham Hospital"," US OB TRANSVAGINAL > 14 WKS","76817","$588.00","$89.66","$440.41","$440.41","$114.32","$322.99","$334.57","$261.84","$89.66","$352.80","$353.39","$440.41","$411.60","$112.08","$400.43","$411.60","$114.88","","","","","","","",""
"Rockingham Hospital"," US OB TRANSVAGINAL < 14 WKS","76817","$588.00","$89.66","$440.41","$440.41","$114.32","$322.99","$334.57","$261.84","$89.66","$352.80","$353.39","$440.41","$411.60","$112.08","$400.43","$411.60","$114.88","","","","","","","",""
"Rockingham Hospital","NORMAL NEWBORN","MS-DRG: 795","$2,461.54","$708.00","$1,586.99","","$1,488.72","$1,562.64","$1,586.81","$708.00","$1,459.53","$1,476.92","","","","$1,459.53","","$1,586.99","$1,496.01","Case","Case","Case","Case","Case","Case","Case","Case"
"Rockingham Hospital"," NM I131 THYRD CA METS LIMITED","78015","$943.00","$294.50","$706.31","$706.31","$375.49","$517.99","$536.57","$539.02","$294.50","$565.80","$566.74","$706.31","$660.10","$368.13","$642.18","$660.10","$377.33","","","","","","","",""
"Rockingham Hospital"," OT MUSCLE RE-EDUCATION QTR HR","97112","$109.00","$48.71","$81.64","$81.64","$0.00","$59.87","$62.02","$48.71","$0.00","$65.40","$65.51","$81.64","$76.30","$0.00","$74.23","","$0.00","","","","","","","",""
"Rockingham Hospital"," NUEROMUSCULAR RE-ED QH OTA","97112","$113.00","$50.50","$84.64","$84.64","$0.00","$62.07","$64.30","$50.50","$0.00","$67.80","$67.91","$84.64","$79.10","$0.00","$76.95","","$0.00","","","","","","","",""
"Rockingham Hospital"," NEUROMUSCULAR RE-ED MVMT (QH)","97112","$113.00","$50.50","$84.64","$84.64","$0.00","$62.07","$64.30","$50.50","$0.00","$67.80","$67.91","$84.64","$79.10","$0.00","$76.95","","$0.00","","","","","","","",""
"Rockingham Hospital"," NEUROMUSCULAR RE-ED QH PTA","97112","$113.00","$50.50","$84.64","$84.64","$0.00","$62.07","$64.30","$50.50","$0.00","$67.80","$67.91","$84.64","$79.10","$0.00","$76.95","","$0.00","","","","","","","",""
"Rockingham Hospital"," PT WORK CONDITIONING - 2 HOURS","97545","$472.00","$210.94","$353.53","$353.53","$0.00","$259.27","$268.57","$210.94","$0.00","$283.20","$283.67","$353.53","$330.40","$0.00","$321.43","","$0.00","","","","","","","",""
"Rockingham Hospital"," ED LAYERED SUTURE REPAIR","12031","$573.00","$255.61","$429.18","$429.18","$325.90","$314.75","$326.04","$321.28","$255.61","$343.80","$344.37","$429.18","$401.10","$319.51","$390.21","","$327.50","","","","","","","",""
"Rockingham Hospital"," AST-GP68 STREP PNEUMO SENS","87186","$106.00","$6.92","$79.39","$79.39","$8.82","$58.23","$60.31","$53.93","$6.92","$63.60","$63.71","$79.39","$74.20","$8.65","$72.19","$12.38","$8.87","","","","","","","",""
"Rockingham Hospital"," MIC SENSITIVITY","87186","$86.00","$6.92","$64.41","$64.41","$8.82","$47.24","$48.93","$43.76","$6.92","$51.60","$51.69","$64.41","$60.20","$8.65","$58.57","$12.38","$8.87","","","","","","","",""
"Rockingham Hospital"," GRAM NEGATIVE SENSITIVITY","87186","$121.00","$6.92","$90.63","$90.63","$8.82","$66.47","$68.85","$61.56","$6.92","$72.60","$72.72","$90.63","$84.70","$8.65","$82.40","$12.38","$8.87","","","","","","","",""
"Rockingham Hospital"," MINIMUM INHIBITORY CONC","87186","$109.00","$6.92","$81.64","$81.64","$8.82","$59.87","$62.02","$55.46","$6.92","$65.40","$65.51","$81.64","$76.30","$8.65","$74.23","$12.38","$8.87","","","","","","","",""
"Rockingham Hospital"," SENSITIVITY","87186","$62.00","$6.92","$46.44","$46.44","$8.82","$34.06","$35.28","$31.55","$6.92","$37.20","$37.26","$46.44","$43.40","$8.65","$42.22","$12.38","$8.87","","","","","","","",""
"Rockingham Hospital"," GRAM POS RODS-SUSCEPTIBILITY","87186","$274.00","$6.92","$205.23","$205.23","$8.82","$150.51","$155.91","$139.41","$6.92","$164.40","$164.67","$205.23","$191.80","$8.65","$186.59","$12.38","$8.87","","","","","","","",""
"Rockingham Hospital"," ETHOSUXIMIDE (ZARONTIN)","80168","$162.00","$13.07","$121.34","$121.34","$16.67","$88.99","$92.18","$82.43","$13.07","$97.20","$97.36","$121.34","$113.40","$16.34","$110.32","$23.41","$16.75","","","","","","","",""
"Rockingham Hospital"," DUCTOGRAM MULT DUCTS LT (RAD)","77054","$593.00","$186.43","$444.16","$444.16","$237.70","$325.73","$337.42","$391.32","$186.43","$355.80","$356.39","$444.16","$415.10","$233.04","$403.83","$415.10","$238.87","","","","","","","",""
"Rockingham Hospital"," DUCTOGRAM MULT DUCTS RT (SURG)","77054","$593.00","$186.43","$444.16","$444.16","$237.70","$325.73","$337.42","$391.32","$186.43","$355.80","$356.39","$444.16","$415.10","$233.04","$403.83","$415.10","$238.87","","","","","","","",""
"Rockingham Hospital"," ER BIOPSY SKIN SQ SINGLE","11100","$347.00","$190.61","$259.90","$259.90","$0.00","$190.61","$197.44","$194.56","$0.00","$208.20","$208.55","$259.90","$242.90","$0.00","$236.31","","$0.00","","","","","","","",""
"Rockingham Hospital"," APHASIA ASSESSMENT PER HR","96105","$566.00","$252.95","$423.93","$423.93","$0.00","$310.90","$322.05","$252.95","$0.00","$339.60","$340.17","$423.93","$396.20","$0.00","$385.45","","$0.00","","","","","","","",""
"Rockingham Hospital"," DECALCIFICATION","88311","$25.00","$10.42","$18.73","$18.73","$0.00","$13.73","$14.22","$17.82","$0.00","$15.00","$15.02","$18.73","$17.50","$0.00","$17.03","$10.42","$0.00","","","","","","","",""
"Rockingham Hospital"," DECALCIFICATION","88311","$24.00","$10.42","$17.98","$17.98","$0.00","$13.18","$13.66","$17.10","$0.00","$14.40","$14.42","$17.98","$16.80","$0.00","$16.34","$10.42","$0.00","","","","","","","",""
"Rockingham Hospital"," CONFIRMATION DRUG SCREEN","80100","$25.00","$12.72","$18.73","$18.73","$0.00","$13.73","$14.22","$12.72","$0.00","$15.00","$15.02","$18.73","$17.50","$0.00","$17.03","","$0.00","","","","","","","",""
"Rockingham Hospital"," RHEUMATOID ARTHRITIS FACTOR","86431","$104.00","$4.54","$77.90","$77.90","$5.78","$57.13","$59.18","$52.92","$4.54","$62.40","$62.50","$77.90","$72.80","$5.67","$70.82","$8.13","$5.81","","","","","","","",""
"Rockingham Hospital"," RF QUANTITATIVE","86431","$125.00","$4.54","$93.63","$93.63","$5.78","$68.66","$71.13","$63.60","$4.54","$75.00","$75.13","$93.63","$87.50","$5.67","$85.13","$8.13","$5.81","","","","","","","",""
"Rockingham Hospital"," LACTIC DEHYDROGENASE-LDH","83615","$67.00","$8.64","$50.18","$50.18","$0.00","$36.80","$38.12","$34.09","$0.00","$40.20","$40.27","$50.18","$46.90","$0.00","$45.63","$8.64","$0.00","","","","","","","",""
"Rockingham Hospital"," LDH","83615","$77.00","$8.64","$57.67","$57.67","$0.00","$42.30","$43.81","$39.18","$0.00","$46.20","$46.28","$57.67","$53.90","$0.00","$52.44","$8.64","$0.00","","","","","","","",""
"Rockingham Hospital"," APPLY/SHORT ARM SPLINT STATIC","29125","$394.00","$176.08","$295.11","$295.11","$0.00","$216.42","$224.19","$176.08","$0.00","$236.40","$236.79","$295.11","$275.80","$0.00","$268.31","","$0.00","","","","","","","",""
"Rockingham Hospital"," ED APPLY SHORT ARM SPLINT","29125","$369.00","$87.22","$276.38","$276.38","$111.21","$202.69","$209.96","$206.90","$87.22","$221.40","$221.77","$276.38","$258.30","$109.03","$251.29","","$111.76","","","","","","","",""
"Rockingham Hospital"," DG SWALLOWING FUNC-NO REPORT","74230","$466.00","$145.78","$349.03","$349.03","$185.86","$255.97","$265.15","$307.51","$145.78","$279.60","$280.07","$349.03","$326.20","$182.22","$317.35","$326.20","$186.78","","","","","","","",""
"Rockingham Hospital"," DG SWALLOWING FUNCTION","74230","$466.00","$145.78","$349.03","$349.03","$185.86","$255.97","$265.15","$307.51","$145.78","$279.60","$280.07","$349.03","$326.20","$182.22","$317.35","$326.20","$186.78","","","","","","","",""
"Rockingham Hospital"," DG SCAPULA BILAT","73010","$562.00","$308.71","$420.94","$420.94","$0.00","$308.71","$319.78","$370.86","$0.00","$337.20","$337.76","$420.94","$393.40","$0.00","$382.72","$393.40","$0.00","","","","","","","",""
"Rockingham Hospital"," DG SCAPULA *L*","73010","$281.00","$154.35","$210.47","$210.47","$0.00","$154.35","$159.89","$185.43","$0.00","$168.60","$168.88","$210.47","$196.70","$0.00","$191.36","$196.70","$0.00","","","","","","","",""
"Rockingham Hospital"," DG SCAPULA *R*","73010","$281.00","$154.35","$210.47","$210.47","$0.00","$154.35","$159.89","$185.43","$0.00","$168.60","$168.88","$210.47","$196.70","$0.00","$191.36","$196.70","$0.00","","","","","","","",""
"Rockingham Hospital"," CLONAZEPAM (KLONOPIN)","80346","$186.00","$26.94","$139.31","$139.31","$0.00","$102.17","$105.83","$94.64","$0.00","$111.60","$111.79","$139.31","$130.20","$0.00","$126.67","$26.94","$0.00","","","","","","","",""
"Rockingham Hospital"," CONTRAST BATHS (QTR HR)","97034","$90.00","$40.22","$67.41","$67.41","$0.00","$49.44","$51.21","$40.22","$0.00","$54.00","$54.09","$67.41","$63.00","$0.00","$61.29","","$0.00","","","","","","","",""
"Rockingham Hospital"," CONTRAST BATH (QTR HR)","97034","$102.00","$45.58","$76.40","$76.40","$0.00","$56.03","$58.04","$45.58","$0.00","$61.20","$61.30","$76.40","$71.40","$0.00","$69.46","","$0.00","","","","","","","",""
"Rockingham Hospital"," OT PHYSICAL PERFORMANCE TEST","97750","$106.00","$47.37","$79.39","$79.39","$0.00","$58.23","$60.31","$47.37","$0.00","$63.60","$63.71","$79.39","$74.20","$0.00","$72.19","","$0.00","","","","","","","",""
"Rockingham Hospital"," FUNCTIONAL CAPACITIES EVAL","97750","$350.00","$156.42","$262.15","$262.15","$0.00","$192.25","$199.15","$156.42","$0.00","$210.00","$210.35","$262.15","$245.00","$0.00","$238.35","","$0.00","","","","","","","",""
"Rockingham Hospital"," ISOKINETIC EXTREMITY TEST (QH)","97750","$129.00","$57.65","$96.62","$96.62","$0.00","$70.86","$73.40","$57.65","$0.00","$77.40","$77.53","$96.62","$90.30","$0.00","$87.85","","$0.00","","","","","","","",""
"Rockingham Hospital"," PT FCE QTR HR","97750","$91.00","$40.67","$68.16","$68.16","$0.00","$49.99","$51.78","$40.67","$0.00","$54.60","$54.69","$68.16","$63.70","$0.00","$61.97","","$0.00","","","","","","","",""
"Rockingham Hospital"," PT PHYSICAL PERFORMANCE TEST","97750","$106.00","$47.37","$79.39","$79.39","$0.00","$58.23","$60.31","$47.37","$0.00","$63.60","$63.71","$79.39","$74.20","$0.00","$72.19","","$0.00","","","","","","","",""
"Rockingham Hospital"," OB STRESS TEST","59020","$366.00","$132.84","$274.13","$274.13","$169.37","$201.04","$208.25","$246.98","$132.84","$219.60","$219.97","$274.13","$256.20","$166.05","$249.25","$256.20","$170.20","","","","","","","",""
"Rockingham Hospital"," THROMBOPLASTIN INHIBITOR","85705","$255.00","$7.70","$191.00","$191.00","$9.82","$140.07","$145.09","$129.74","$7.70","$153.00","$153.25","$191.00","$178.50","$9.63","$173.66","$13.79","$9.87","","","","","","","",""
"Rockingham Hospital"," ALDOLASE","82085","$89.00","$13.90","$66.66","$66.66","$0.00","$48.89","$50.64","$45.28","$0.00","$53.40","$53.49","$66.66","$62.30","$0.00","$60.61","$13.90","$0.00","","","","","","","",""
"Rockingham Hospital"," PULSE OX DIAGNOSTIC","94760","$24.00","$13.18","$17.98","$17.98","$0.00","$13.18","$13.66","$16.13","$0.00","$14.40","$14.42","$17.98","$16.80","$0.00","$16.34","$16.80","$0.00","","","","","","","",""
"Rockingham Hospital"," ER VENOUS ACCESS CUTDOWN","36425","$92.00","$50.54","$372.68","$68.91","$370.86","$50.54","$52.35","$51.58","$290.87","$55.20","$55.29","$68.91","$64.40","$363.59","$62.65","","$372.68","","","","","","","",""
"Rockingham Hospital"," CROSSMATCH","86922","$175.00","$25.17","$147.09","$131.07","$146.37","$96.13","$99.57","$89.04","$114.80","$105.00","$105.17","$131.07","$122.50","$143.50","$119.18","$25.17","$147.09","","","","","","","",""
"Rockingham Hospital"," CROSSMATCH IgG","86922","$177.00","$25.17","$147.09","$132.57","$146.37","$97.23","$100.71","$90.06","$114.80","$106.20","$106.38","$132.57","$123.90","$143.50","$120.54","$25.17","$147.09","","","","","","","",""
"Rockingham Hospital"," PRIMIDONE","80188","$207.00","$23.77","$155.04","$155.04","$0.00","$113.71","$117.78","$105.32","$0.00","$124.20","$124.41","$155.04","$144.90","$0.00","$140.97","$23.77","$0.00","","","","","","","",""
"Rockingham Hospital"," ROM MEASUREMENTS HAND","95852","$78.00","$34.86","$58.42","$58.42","$0.00","$42.85","$44.38","$34.86","$0.00","$46.80","$46.88","$58.42","$54.60","$0.00","$53.12","","$0.00","","","","","","","",""
"Rockingham Hospital"," OB EVAL OBS-EA ADD'L HR","59899","$99.00","$54.38","$170.20","$74.15","$169.37","$54.38","$56.33","$66.54","$132.84","$59.40","$59.50","$74.15","$69.30","$166.05","$67.42","","$170.20","","","","","","","",""
"Rockingham Hospital"," E COLI 0157 TOXIN EIA","87427","$159.00","$9.58","$119.09","$119.09","$12.22","$87.34","$90.47","$80.90","$9.58","$95.40","$95.56","$119.09","$111.30","$11.98","$108.28","$17.18","$12.28","","","","","","","",""
"Rockingham Hospital"," DEBRIDE SKIN SQ EA ADDL 20CM","11045","$484.00","$265.86","$362.52","$362.52","$0.00","$265.86","$275.40","$331.10","$0.00","$290.40","$290.88","$362.52","$338.80","$0.00","$329.60","","$0.00","","","","","","","",""
"Rockingham Hospital"," FLUID AMYLASE","82150","$80.00","$9.29","$59.92","$59.92","$0.00","$43.94","$45.52","$40.70","$0.00","$48.00","$48.08","$59.92","$56.00","$0.00","$54.48","$9.29","$0.00","","","","","","","",""
"Rockingham Hospital"," AMYLASE-QUANT-SERUM","82150","$95.00","$9.29","$71.16","$71.16","$0.00","$52.18","$54.05","$48.34","$0.00","$57.00","$57.09","$71.16","$66.50","$0.00","$64.70","$9.29","$0.00","","","","","","","",""
"Rockingham Hospital"," FETAL CHEMICAL HGB","83030","$52.00","$11.85","$38.95","$38.95","$0.00","$28.56","$29.59","$26.46","$0.00","$31.20","$31.25","$38.95","$36.40","$0.00","$35.41","$11.85","$0.00","","","","","","","",""
