Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna NBD,BCBS,Cash Discount,Cigna,First Health,MedCost,TriCare,United,BCBS Note,TriCare Note
"Lenoir Memorial Hospital","MESH PARIETEX HERNIA PCO2520OS","C1781","$3,140.00","$2,606.83","$3,140.00","$2,794.60","$2,920.20","$2,606.83","$1,884.00","$2,722.38","$2,794.60","$2,826.00","$3,140.00","$2,669.00","",""
"Lenoir Memorial Hospital","STENT;COV W/DEL SYS 10X100","C1874","$2,670.00","$2,216.63","$2,670.00","$2,376.30","$2,483.10","$2,216.63","$1,602.00","$2,314.89","$2,376.30","$2,403.00","$2,670.00","$2,269.50","",""
"Lenoir Memorial Hospital","SHOE; XXL ADD ON WALKING","","$52.00","$43.17","$52.00","$46.28","$48.36","$43.17","$31.20","$45.08","$46.28","$46.80","$52.00","$44.20","",""
"Lenoir Memorial Hospital","BOOT; MULTI-PODUS XL","","$237.00","$196.76","$237.00","$210.93","$220.41","$196.76","$142.20","$205.48","$210.93","$213.30","$237.00","$201.45","",""
"Lenoir Memorial Hospital","BOOT; MULTI-PODUS XXL","","$222.00","$184.30","$222.00","$197.58","$206.46","$184.30","$133.20","$192.47","$197.58","$199.80","$222.00","$188.70","",""
"Lenoir Memorial Hospital","SLING; KODELL KNEE XL","","$41.00","$34.04","$41.00","$36.49","$38.13","$34.04","$24.60","$35.55","$36.49","$36.90","$41.00","$34.85","",""
"Lenoir Memorial Hospital","SYRINGE; BALOON INFLATION","","$92.00","$76.38","$92.00","$81.88","$85.56","$76.38","$55.20","$79.76","$81.88","$82.80","$92.00","$78.20","",""
"Lenoir Memorial Hospital","CANNULA; 8.0XLT DISP INNER","","$25.00","$20.76","$25.00","$22.25","$23.25","$20.76","$15.00","$21.68","$22.25","$22.50","$25.00","$21.25","",""
"Lenoir Memorial Hospital","TRACH; 8.0XLT SHILEY CUFFLESS","A7521","$202.00","$167.70","$202.00","$179.78","$187.86","$167.70","$121.20","$175.13","$179.78","$181.80","$202.00","$171.70","",""
"Lenoir Memorial Hospital","STENT;COV W/DEL 23MMX12CM","C1874","$3,146.00","$2,611.81","$3,146.00","$2,799.94","$2,925.78","$2,611.81","$1,887.60","$2,727.58","$2,799.94","$2,831.40","$3,146.00","$2,674.10","",""
"Lenoir Memorial Hospital","BALLOON; 6MM UROMAX","","$553.00","$459.10","$553.00","$492.17","$514.29","$459.10","$331.80","$479.45","$492.17","$497.70","$553.00","$470.05","",""
"Lenoir Memorial Hospital","PACEMAKER; SINGLE RR SESR01","C1786","$8,000.00","$6,641.60","$8,000.00","$7,120.00","$7,440.00","$6,641.60","$4,800.00","$6,936.00","$7,120.00","$7,200.00","$8,000.00","$6,800.00","",""
"Lenoir Memorial Hospital","PORT A CATH; 9.5FR DUAL BARD","C1788","$1,080.00","$896.62","$1,080.00","$961.20","$1,004.40","$896.62","$648.00","$936.36","$961.20","$972.00","$1,080.00","$918.00","",""
"Lenoir Memorial Hospital","BRACE; STD LENGTH SM KNEE","","$201.00","$166.87","$201.00","$178.89","$186.93","$166.87","$120.60","$174.27","$178.89","$180.90","$201.00","$170.85","",""
"Lenoir Memorial Hospital","PADS; TRANSLUCENT DEFIB/PACER","","$92.00","$76.38","$92.00","$81.88","$85.56","$76.38","$55.20","$79.76","$81.88","$82.80","$92.00","$78.20","",""
"Lenoir Memorial Hospital","SUTURE; CHROMIC 4-0 P-13","","$16.00","$13.28","$16.00","$14.24","$14.88","$13.28","$9.60","$13.87","$14.24","$14.40","$16.00","$13.60","",""
"Lenoir Memorial Hospital","PADS; AMEDA COMFORTGEL BREAST","","$38.00","$31.55","$38.00","$33.82","$35.34","$31.55","$22.80","$32.95","$33.82","$34.20","$38.00","$32.30","",""
"Lenoir Memorial Hospital","PATCH; PARIETEX HERNIA","C1781","$3,200.00","$2,656.64","$3,200.00","$2,848.00","$2,976.00","$2,656.64","$1,920.00","$2,774.40","$2,848.00","$2,880.00","$3,200.00","$2,720.00","",""
"Lenoir Memorial Hospital","AICD; DUAL CHAMBER ICD V-268","C1721","$35,000.00","$29,057.00","$35,000.00","$31,150.00","$32,550.00","$29,057.00","$21,000.00","$30,345.00","$31,150.00","$31,500.00","$35,000.00","$29,750.00","",""
"Lenoir Memorial Hospital","LEADS; ICD RIATA ST 7000","C1895","$10,000.00","$8,302.00","$10,000.00","$8,900.00","$9,300.00","$8,302.00","$6,000.00","$8,670.00","$8,900.00","$9,000.00","$10,000.00","$8,500.00","",""
"Lenoir Memorial Hospital","LEADS; ICD ISOFLEX 1642","C1898","$1,300.00","$1,079.26","$1,300.00","$1,157.00","$1,209.00","$1,079.26","$780.00","$1,127.10","$1,157.00","$1,170.00","$1,300.00","$1,105.00","",""
"Lenoir Memorial Hospital","CATHETER; 20FR 5CC BLUE KENDAL","","$16.00","$13.28","$16.00","$14.24","$14.88","$13.28","$9.60","$13.87","$14.24","$14.40","$16.00","$13.60","",""
"Lenoir Memorial Hospital","SUTURE; MAXON HOS 12","","$11.00","$9.13","$11.00","$9.79","$10.23","$9.13","$6.60","$9.54","$9.79","$9.90","$11.00","$9.35","",""
"Lenoir Memorial Hospital","SUTURE; MAXON GS-11","","$9.00","$7.47","$9.00","$8.01","$8.37","$7.47","$5.40","$7.80","$8.01","$8.10","$9.00","$7.65","",""
"Lenoir Memorial Hospital","SUTURE; 2-0 POLY GS-10","","$9.00","$7.47","$9.00","$8.01","$8.37","$7.47","$5.40","$7.80","$8.01","$8.10","$9.00","$7.65","",""
"Lenoir Memorial Hospital","SUTURE; POLY HOS11","","$10.00","$8.30","$10.00","$8.90","$9.30","$8.30","$6.00","$8.67","$8.90","$9.00","$10.00","$8.50","",""
"Lenoir Memorial Hospital","DECLOGGER; 18-24FR PEG TUBE","","$24.00","$19.92","$24.00","$21.36","$22.32","$19.92","$14.40","$20.81","$21.36","$21.60","$24.00","$20.40","",""
"Lenoir Memorial Hospital","TRACH; 5.0XLT SHILEY CUFFLESS","A7520","$196.00","$162.72","$196.00","$174.44","$182.28","$162.72","$117.60","$169.93","$174.44","$176.40","$196.00","$166.60","",""
"Lenoir Memorial Hospital","LEADS; ICD ISOFLEX 1646","C1898","$1,300.00","$1,079.26","$1,300.00","$1,157.00","$1,209.00","$1,079.26","$780.00","$1,127.10","$1,157.00","$1,170.00","$1,300.00","$1,105.00","",""
"Lenoir Memorial Hospital","LEADS; ICD TENDRIL 1782","C1898","$1,500.00","$1,245.30","$1,500.00","$1,335.00","$1,395.00","$1,245.30","$900.00","$1,300.50","$1,335.00","$1,350.00","$1,500.00","$1,275.00","",""
"Lenoir Memorial Hospital","AICD; SINGLE CHAMBER V193","C1722","$30,000.00","$24,906.00","$30,000.00","$26,700.00","$27,900.00","$24,906.00","$18,000.00","$26,010.00","$26,700.00","$27,000.00","$30,000.00","$25,500.00","",""
"Lenoir Memorial Hospital","AICD; SINGLE CHAMBER V-158","C1722","$31,000.00","$25,736.20","$31,000.00","$27,590.00","$28,830.00","$25,736.20","$18,600.00","$26,877.00","$27,590.00","$27,900.00","$31,000.00","$26,350.00","",""
"Lenoir Memorial Hospital","AICD; SINGLE CHAMBER V-268","C1722","$31,000.00","$25,736.20","$31,000.00","$27,590.00","$28,830.00","$25,736.20","$18,600.00","$26,877.00","$27,590.00","$27,900.00","$31,000.00","$26,350.00","",""
"Lenoir Memorial Hospital","AICD; SINGLE CHAMBER V-196","C1722","$30,000.00","$24,906.00","$30,000.00","$26,700.00","$27,900.00","$24,906.00","$18,000.00","$26,010.00","$26,700.00","$27,000.00","$30,000.00","$25,500.00","",""
"Lenoir Memorial Hospital","SCREW; 40M 5.0M LOCKING","C1713","$360.00","$298.87","$360.00","$320.40","$334.80","$298.87","$216.00","$312.12","$320.40","$324.00","$360.00","$306.00","",""
"Lenoir Memorial Hospital","SCREW; 65M LOCKING 5.0M CANNUL","C1713","$493.00","$409.29","$493.00","$438.77","$458.49","$409.29","$295.80","$427.43","$438.77","$443.70","$493.00","$419.05","",""
"Lenoir Memorial Hospital","SCREW; 70M LOCKING 5.0M CANNUL","C1713","$493.00","$409.29","$493.00","$438.77","$458.49","$409.29","$295.80","$427.43","$438.77","$443.70","$493.00","$419.05","",""
"Lenoir Memorial Hospital","SCREW; 75M LOCKING 5.0M CANNUL","C1713","$493.00","$409.29","$493.00","$438.77","$458.49","$409.29","$295.80","$427.43","$438.77","$443.70","$493.00","$419.05","",""
"Lenoir Memorial Hospital","SCREW; 80M LOCKING 5.0M CANNUL","C1713","$486.00","$403.48","$486.00","$432.54","$451.98","$403.48","$291.60","$421.36","$432.54","$437.40","$486.00","$413.10","",""
"Lenoir Memorial Hospital","SCREW; 85M LOCKING 5.0M CANNUL","C1713","$476.00","$395.18","$476.00","$423.64","$442.68","$395.18","$285.60","$412.69","$423.64","$428.40","$476.00","$404.60","",""
"Lenoir Memorial Hospital","SCREW; 85M CONICAL 5.0M CANNUL","C1713","$360.00","$298.87","$360.00","$320.40","$334.80","$298.87","$216.00","$312.12","$320.40","$324.00","$360.00","$306.00","",""
"Lenoir Memorial Hospital","SCREW; 90M CONICAL 5.0M CANNUL","C1713","$336.00","$278.95","$336.00","$299.04","$312.48","$278.95","$201.60","$291.31","$299.04","$302.40","$336.00","$285.60","",""
"Lenoir Memorial Hospital","SCREW; 38M 5.0M LOCKING","C1713","$348.00","$288.91","$348.00","$309.72","$323.64","$288.91","$208.80","$301.72","$309.72","$313.20","$348.00","$295.80","",""
"Lenoir Memorial Hospital","PUTTY; 10ML DBX BONE","C1713","$3,120.00","$2,590.22","$3,120.00","$2,776.80","$2,901.60","$2,590.22","$1,872.00","$2,705.04","$2,776.80","$2,808.00","$3,120.00","$2,652.00","",""
"Lenoir Memorial Hospital","PUTTY; 5ML DBX BONE","C1713","$1,360.00","$1,129.07","$1,360.00","$1,210.40","$1,264.80","$1,129.07","$816.00","$1,179.12","$1,210.40","$1,224.00","$1,360.00","$1,156.00","",""
"Lenoir Memorial Hospital","PUTTY; 5CC DBX MIX BONE","C1713","$1,648.00","$1,368.17","$1,648.00","$1,466.72","$1,532.64","$1,368.17","$988.80","$1,428.82","$1,466.72","$1,483.20","$1,648.00","$1,400.80","",""
"Lenoir Memorial Hospital","FILLER; BONE NORIAN SRS-005","C1713","$2,590.00","$2,150.22","$2,590.00","$2,305.10","$2,408.70","$2,150.22","$1,554.00","$2,245.53","$2,305.10","$2,331.00","$2,590.00","$2,201.50","",""
"Lenoir Memorial Hospital","FILLER; BONE NORIAN SRS-010","C1713","$5,100.00","$4,234.02","$5,100.00","$4,539.00","$4,743.00","$4,234.02","$3,060.00","$4,421.70","$4,539.00","$4,590.00","$5,100.00","$4,335.00","",""
"Lenoir Memorial Hospital","PUTTY; DBX 1ML BONE","C1713","$331.00","$274.80","$331.00","$294.59","$307.83","$274.80","$198.60","$286.98","$294.59","$297.90","$331.00","$281.35","",""
"Lenoir Memorial Hospital","CONNECTIVE TISS; PATELLA GRAFT","C1762","$3,970.00","$3,295.89","$3,970.00","$3,533.30","$3,692.10","$3,295.89","$2,382.00","$3,441.99","$3,533.30","$3,573.00","$3,970.00","$3,374.50","",""
"Lenoir Memorial Hospital","FIXATOR; WRIST EXTERNAL","C1713","$3,466.00","$2,877.47","$3,466.00","$3,084.74","$3,223.38","$2,877.47","$2,079.60","$3,005.02","$3,084.74","$3,119.40","$3,466.00","$2,946.10","",""
"Lenoir Memorial Hospital","SHEATH; GUIDING ICD HLS-1007","C1892","$188.00","$156.08","$188.00","$167.32","$174.84","$156.08","$112.80","$163.00","$167.32","$169.20","$188.00","$159.80","",""
"Lenoir Memorial Hospital","SHEATH; GUIDING ICD HLS-1009","C1892","$180.00","$149.44","$180.00","$160.20","$167.40","$149.44","$108.00","$156.06","$160.20","$162.00","$180.00","$153.00","",""
"Lenoir Memorial Hospital","SHEATH; GUIDING ICD HLS-2507","C1892","$255.00","$211.70","$255.00","$226.95","$237.15","$211.70","$153.00","$221.09","$226.95","$229.50","$255.00","$216.75","",""
"Lenoir Memorial Hospital","SHEATH; GUIDING ICD HLS-2509","C1892","$255.00","$211.70","$255.00","$226.95","$237.15","$211.70","$153.00","$221.09","$226.95","$229.50","$255.00","$216.75","",""
"Lenoir Memorial Hospital","LEADS; ICD RIATA ST 7001","C1895","$10,000.00","$8,302.00","$10,000.00","$8,900.00","$9,300.00","$8,302.00","$6,000.00","$8,670.00","$8,900.00","$9,000.00","$10,000.00","$8,500.00","",""
"Lenoir Memorial Hospital","LEADS; ICD RIATA COIL 1580","C1895","$9,000.00","$7,471.80","$9,000.00","$8,010.00","$8,370.00","$7,471.80","$5,400.00","$7,803.00","$8,010.00","$8,100.00","$9,000.00","$7,650.00","",""
"Lenoir Memorial Hospital","LEADS; ICD RIATA COIL 1581","C1895","$9,000.00","$7,471.80","$9,000.00","$8,010.00","$8,370.00","$7,471.80","$5,400.00","$7,803.00","$8,010.00","$8,100.00","$9,000.00","$7,650.00","",""
"Lenoir Memorial Hospital","AICD; DUAL CHAMBER ICD V-258","C1721","$33,000.00","$27,396.60","$33,000.00","$29,370.00","$30,690.00","$27,396.60","$19,800.00","$28,611.00","$29,370.00","$29,700.00","$33,000.00","$28,050.00","",""
"Lenoir Memorial Hospital","AICD; DUAL CHAMBER ICD V-265","C1721","$35,000.00","$29,057.00","$35,000.00","$31,150.00","$32,550.00","$29,057.00","$21,000.00","$30,345.00","$31,150.00","$31,500.00","$35,000.00","$29,750.00","",""
"Lenoir Memorial Hospital","AICD; DUAL CHAMBER ICD V-255","C1721","$33,000.00","$27,396.60","$33,000.00","$29,370.00","$30,690.00","$27,396.60","$19,800.00","$28,611.00","$29,370.00","$29,700.00","$33,000.00","$28,050.00","",""
"Lenoir Memorial Hospital","AICD; DUAL CHAMBER ICD V-243","C1721","$33,000.00","$27,396.60","$33,000.00","$29,370.00","$30,690.00","$27,396.60","$19,800.00","$28,611.00","$29,370.00","$29,700.00","$33,000.00","$28,050.00","",""
"Lenoir Memorial Hospital","AICD; DUAL CHAMBER ICD V-239","C1721","$33,000.00","$27,396.60","$33,000.00","$29,370.00","$30,690.00","$27,396.60","$19,800.00","$28,611.00","$29,370.00","$29,700.00","$33,000.00","$28,050.00","",""
"Lenoir Memorial Hospital","AICD; DUAL CHAMBER ICD V-242","C1721","$33,000.00","$27,396.60","$33,000.00","$29,370.00","$30,690.00","$27,396.60","$19,800.00","$28,611.00","$29,370.00","$29,700.00","$33,000.00","$28,050.00","",""
"Lenoir Memorial Hospital","FIBER; GREENLIGHT LASER","","$4,598.00","$3,817.26","$4,598.00","$4,092.22","$4,276.14","$3,817.26","$2,758.80","$3,986.47","$4,092.22","$4,138.20","$4,598.00","$3,908.30","",""
"Lenoir Memorial Hospital","CEMENT; HOWMEDICA W/TOBRAMYCIN","","$500.00","$415.10","$500.00","$445.00","$465.00","$415.10","$300.00","$433.50","$445.00","$450.00","$500.00","$425.00","",""
"Lenoir Memorial Hospital","SCREW; 45M LOCKING 5.0M CANNUL","C1713","$410.00","$340.38","$410.00","$364.90","$381.30","$340.38","$246.00","$355.47","$364.90","$369.00","$410.00","$348.50","",""
"Lenoir Memorial Hospital","SCREW; 60M LOCKING 5.0M","C1713","$493.00","$409.29","$493.00","$438.77","$458.49","$409.29","$295.80","$427.43","$438.77","$443.70","$493.00","$419.05","",""
"Lenoir Memorial Hospital","SCREW; 60M CONICAL 5.0M","C1713","$336.00","$278.95","$336.00","$299.04","$312.48","$278.95","$201.60","$291.31","$299.04","$302.40","$336.00","$285.60","",""
"Lenoir Memorial Hospital","SCREW; 55MM CONICAL 5.0M","C1713","$493.00","$409.29","$493.00","$438.77","$458.49","$409.29","$295.80","$427.43","$438.77","$443.70","$493.00","$419.05","",""
"Lenoir Memorial Hospital","SCREW; 26MM LOCKING 3.5M","C1713","$306.00","$254.04","$306.00","$272.34","$284.58","$254.04","$183.60","$265.30","$272.34","$275.40","$306.00","$260.10","",""
"Lenoir Memorial Hospital","SCREW; 36MM LOCKING 3.5M","C1713","$296.00","$245.74","$296.00","$263.44","$275.28","$245.74","$177.60","$256.63","$263.44","$266.40","$296.00","$251.60","",""
"Lenoir Memorial Hospital","SCREW; 45MM LOCKING 3.5M","C1713","$306.00","$254.04","$306.00","$272.34","$284.58","$254.04","$183.60","$265.30","$272.34","$275.40","$306.00","$260.10","",""
"Lenoir Memorial Hospital","SCREW; 70MM CONICAL 5.0 CANNUL","C1713","$433.00","$359.48","$433.00","$385.37","$402.69","$359.48","$259.80","$375.41","$385.37","$389.70","$433.00","$368.05","",""
"Lenoir Memorial Hospital","SCREW; 30M 5.0M LOCKING","C1713","$360.00","$298.87","$360.00","$320.40","$334.80","$298.87","$216.00","$312.12","$320.40","$324.00","$360.00","$306.00","",""
"Lenoir Memorial Hospital","SCREW; 34M 5.0M LOCKING","C1713","$360.00","$298.87","$360.00","$320.40","$334.80","$298.87","$216.00","$312.12","$320.40","$324.00","$360.00","$306.00","",""
"Lenoir Memorial Hospital","PLATE; TUBULAR W/ COLLAR","C1713","$456.00","$378.57","$456.00","$405.84","$424.08","$378.57","$273.60","$395.35","$405.84","$410.40","$456.00","$387.60","",""
"Lenoir Memorial Hospital","SET; STAY SAFE LUER LOCK EXT","","$84.00","$69.74","$84.00","$74.76","$78.12","$69.74","$50.40","$72.83","$74.76","$75.60","$84.00","$71.40","",""
"Lenoir Memorial Hospital","PLATE; 4.5MM 6 HOLE","C1713","$3,098.00","$2,571.96","$3,098.00","$2,757.22","$2,881.14","$2,571.96","$1,858.80","$2,685.97","$2,757.22","$2,788.20","$3,098.00","$2,633.30","",""
"Lenoir Memorial Hospital","SCREW; 20MM LOCKING 3.5M","C1713","$306.00","$254.04","$306.00","$272.34","$284.58","$254.04","$183.60","$265.30","$272.34","$275.40","$306.00","$260.10","",""
"Lenoir Memorial Hospital","SCREW; 28MM LOCKING 3.5M","C1713","$306.00","$254.04","$306.00","$272.34","$284.58","$254.04","$183.60","$265.30","$272.34","$275.40","$306.00","$260.10","",""
"Lenoir Memorial Hospital","SCREW; 32MM LOCKING 3.5M","C1713","$306.00","$254.04","$306.00","$272.34","$284.58","$254.04","$183.60","$265.30","$272.34","$275.40","$306.00","$260.10","",""
"Lenoir Memorial Hospital","SCREW; 38MM LOCKING 3.5M","C1713","$306.00","$254.04","$306.00","$272.34","$284.58","$254.04","$183.60","$265.30","$272.34","$275.40","$306.00","$260.10","",""
"Lenoir Memorial Hospital","SCREW; 40MM LOCKING 3.5M","C1713","$306.00","$254.04","$306.00","$272.34","$284.58","$254.04","$183.60","$265.30","$272.34","$275.40","$306.00","$260.10","",""
"Lenoir Memorial Hospital","SCREW; 14MM LOCKING 3.5M","C1713","$306.00","$254.04","$306.00","$272.34","$284.58","$254.04","$183.60","$265.30","$272.34","$275.40","$306.00","$260.10","",""
"Lenoir Memorial Hospital","SCREW; 22MM LOCKING 3.5M","C1713","$306.00","$254.04","$306.00","$272.34","$284.58","$254.04","$183.60","$265.30","$272.34","$275.40","$306.00","$260.10","",""
"Lenoir Memorial Hospital","PLATE; 9H/124M LCP 3.5","C1713","$786.00","$652.54","$786.00","$699.54","$730.98","$652.54","$471.60","$681.46","$699.54","$707.40","$786.00","$668.10","",""
"Lenoir Memorial Hospital","PLATE; 12H/163M LCP 3.5","C1713","$894.00","$742.20","$894.00","$795.66","$831.42","$742.20","$536.40","$775.10","$795.66","$804.60","$894.00","$759.90","",""
"Lenoir Memorial Hospital","SCREW; 3.0 HEADLESS COMPRESSIO","C1713","$630.00","$523.03","$630.00","$560.70","$585.90","$523.03","$378.00","$546.21","$560.70","$567.00","$630.00","$535.50","",""
"Lenoir Memorial Hospital","PLATE; PROXIMAL HUMERUS","C1713","$3,779.00","$3,137.33","$3,779.00","$3,363.31","$3,514.47","$3,137.33","$2,267.40","$3,276.39","$3,363.31","$3,401.10","$3,779.00","$3,212.15","",""
"Lenoir Memorial Hospital","SCREW; 24MM LOCKING 3.5M","C1713","$306.00","$254.04","$306.00","$272.34","$284.58","$254.04","$183.60","$265.30","$272.34","$275.40","$306.00","$260.10","",""
"Lenoir Memorial Hospital","MISC; SPECIALTY SCREW","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","MISC; SPECIALTY SCREW C1713","C1713","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","MISC; PLATE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","SCREW; 30MM LOCKING 3.5M","C1713","$306.00","$254.04","$306.00","$272.34","$284.58","$254.04","$183.60","$265.30","$272.34","$275.40","$306.00","$260.10","",""
"Lenoir Memorial Hospital","SCREW; 34MM LOCKING 3.5M","C1713","$306.00","$254.04","$306.00","$272.34","$284.58","$254.04","$183.60","$265.30","$272.34","$275.40","$306.00","$260.10","",""
"Lenoir Memorial Hospital","SCREW; 212.101 3.5MM","C1713","$306.00","$254.04","$306.00","$272.34","$284.58","$254.04","$183.60","$265.30","$272.34","$275.40","$306.00","$260.10","",""
"Lenoir Memorial Hospital","SCREW; 3.5 LOCKING SYNTHES","C1713","$296.00","$245.74","$296.00","$263.44","$275.28","$245.74","$177.60","$256.63","$263.44","$266.40","$296.00","$251.60","",""
"Lenoir Memorial Hospital","SCREW; 212.102 3.5MM","C1713","$306.00","$254.04","$306.00","$272.34","$284.58","$254.04","$183.60","$265.30","$272.34","$275.40","$306.00","$260.10","",""
"Lenoir Memorial Hospital","PLATE; 4H/3.5MM LCP TIBIA","C1713","$2,828.00","$2,347.81","$2,828.00","$2,516.92","$2,630.04","$2,347.81","$1,696.80","$2,451.88","$2,516.92","$2,545.20","$2,828.00","$2,403.80","",""
"Lenoir Memorial Hospital","SCREW; 212.104 3.5MM","C1713","$306.00","$254.04","$306.00","$272.34","$284.58","$254.04","$183.60","$265.30","$272.34","$275.40","$306.00","$260.10","",""
"Lenoir Memorial Hospital","PACEMAKER; DUAL RR 5810","C1785","$11,000.00","$9,132.20","$11,000.00","$9,790.00","$10,230.00","$9,132.20","$6,600.00","$9,537.00","$9,790.00","$9,900.00","$11,000.00","$9,350.00","",""
"Lenoir Memorial Hospital","PROSTHESIS; OSSICULAR IMPLANT","L8613","$596.00","$494.80","$596.00","$530.44","$554.28","$494.80","$357.60","$516.73","$530.44","$536.40","$596.00","$506.60","",""
"Lenoir Memorial Hospital","PACEMAKER; DUAL RR 5380","C1785","$10,600.00","$8,800.12","$10,600.00","$9,434.00","$9,858.00","$8,800.12","$6,360.00","$9,190.20","$9,434.00","$9,540.00","$10,600.00","$9,010.00","",""
