Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna HMO,Aetna Medicare Advantage,BCBS,Blue Home,Blue Home UNC Health Alliance,Cash Discount,Cigna,Cigna Connect Network,Cigna SureFit,First Carolina Care,Galaxy,Health Payors,Humana,Humana Alignment Medicare Advanatge,Humana Medicare Advantage,Liberty Medicare Advantage,MedCost,MedCost Ultra,OneNet,TriCare,United Healthcare,United Healthcare Compass,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Rex Hospital","HC SPECIAL STAINS GRP 2 SPECIAL STAIN GRP II - CONSULT","88313","$93.00","$20.08","$93.00","$93.00","$93.00","$33.27","$57.46","$41.12","$27.84","$55.80","$36.77","$32.46","$32.46","$55.80","$88.35","$79.05","$53.94","$32.62","$34.25","$34.25","$57.66","$48.36","$54.87","$32.62","$20.08","$93.00","$32.78","$33.27"
"Rex Hospital","HC HISTOCHEM STN MUSL W/FS SNDOUT","88314","$351.00","$20.08","$351.00","$137.83","$137.83","$0.00","$216.88","$155.21","$105.09","$210.60","$35.37","$122.50","$122.50","$210.60","$333.45","$298.35","$203.58","$0.00","$0.00","$0.00","$217.62","$182.52","$207.09","$0.00","$20.08","$351.00","$0.00","$0.00"
"Rex Hospital","HC HISTOCHEM STAIN-MUSCLE W/ FS","88314","$280.00","$20.08","$280.00","$137.83","$137.83","$0.00","$173.01","$123.82","$83.83","$168.00","$35.37","$97.72","$97.72","$168.00","$266.00","$238.00","$162.40","$0.00","$0.00","$0.00","$173.60","$145.60","$165.20","$0.00","$20.08","$280.00","$0.00","$0.00"
"Rex Hospital","HC SPECIAL STAINS GRP 3 LEUKOCYTE PERIOXIDASE","88319","$206.00","$40.03","$648.33","$134.69","$134.69","$629.81","$127.29","$91.09","$61.68","$123.60","$40.03","$71.89","$71.89","$123.60","$195.70","$175.10","$119.48","$206.00","$206.00","$648.33","$127.72","$107.12","$121.54","$617.46","$64.93","$206.00","$206.00","$629.81"
"Rex Hospital","HC SPECIAL STAINS GRP 3 LEUKOCYTE ACID PHOSPHATASE","88319","$206.00","$40.03","$648.33","$134.69","$134.69","$629.81","$127.29","$91.09","$61.68","$123.60","$40.03","$71.89","$71.89","$123.60","$195.70","$175.10","$119.48","$206.00","$206.00","$648.33","$127.72","$107.12","$121.54","$617.46","$64.93","$206.00","$206.00","$629.81"
"Rex Hospital","HC SPECIAL STAINS GRP 3 CHLOROACETATE ESTERASE STAIN","88319","$206.00","$40.03","$648.33","$134.69","$134.69","$629.81","$127.29","$91.09","$61.68","$123.60","$40.03","$71.89","$71.89","$123.60","$195.70","$175.10","$119.48","$206.00","$206.00","$648.33","$127.72","$107.12","$121.54","$617.46","$64.93","$206.00","$206.00","$629.81"
"Rex Hospital","HC SPECIAL STAINS GRP 3 PEROXIDASE STAIN","88319","$156.00","$40.03","$648.33","$134.69","$134.69","$629.81","$96.39","$68.98","$46.71","$93.60","$40.03","$54.44","$54.44","$93.60","$148.20","$132.60","$90.48","$156.00","$156.00","$648.33","$96.72","$81.12","$92.04","$617.46","$64.93","$156.00","$156.00","$629.81"
"Rex Hospital","HC SPECIAL STAINS GRP 3 ALPHA NAPHTHYL MUSCLE ON FS","88319","$206.00","$40.03","$648.33","$134.69","$134.69","$629.81","$127.29","$91.09","$61.68","$123.60","$40.03","$71.89","$71.89","$123.60","$195.70","$175.10","$119.48","$206.00","$206.00","$648.33","$127.72","$107.12","$121.54","$617.46","$64.93","$206.00","$206.00","$629.81"
"Rex Hospital","HC CONSULT/REPORT W/SLIDE PREP","88323","$48.00","$14.37","$50.68","$48.00","$48.00","$49.23","$29.66","$21.23","$14.37","$28.80","$33.05","$16.75","$16.75","$28.80","$45.60","$40.80","$27.84","$48.00","$48.00","$50.68","$29.76","$24.96","$28.32","$48.26","$42.88","$48.00","$48.00","$49.23"
"Rex Hospital","HC FROZEN SECTION FIRST BLOCK","88331","$282.00","$20.48","$282.00","$71.96","$71.96","$142.80","$174.25","$124.70","$84.43","$169.20","$20.48","$98.42","$98.42","$169.20","$267.90","$239.70","$163.56","$140.00","$147.00","$147.00","$174.84","$146.64","$166.38","$140.00","$42.88","$282.00","$140.70","$142.80"
"Rex Hospital","HC FROZEN SECTION EA ADDTL BLOCK","88332","$83.00","$12.33","$83.00","$46.85","$46.85","$0.00","$51.29","$36.70","$24.85","$49.80","$12.33","$28.97","$28.97","$49.80","$78.85","$70.55","$48.14","$0.00","$0.00","$0.00","$51.46","$43.16","$48.97","$0.00","$20.08","$83.00","$0.00","$0.00"
"Rex Hospital","HC INTRAOPERATIVE TOUCH PREP","88333","$312.00","$20.08","$643.54","$54.71","$54.71","$625.15","$192.78","$137.97","$93.41","$187.20","$23.27","$108.89","$108.89","$187.20","$296.40","$265.20","$180.96","$312.00","$312.00","$643.54","$193.44","$162.24","$184.08","$612.90","$20.08","$312.00","$312.00","$625.15"
"Rex Hospital","HC TOUCH PREP ADDITIONAL","88334","$89.00","$14.43","$89.00","$35.29","$35.29","$0.00","$54.99","$39.36","$26.65","$53.40","$14.43","$31.06","$31.06","$53.40","$84.55","$75.65","$51.62","$0.00","$0.00","$0.00","$55.18","$46.28","$52.51","$0.00","$20.08","$89.00","$0.00","$0.00"
"Rex Hospital","HC IHC STAIN TISSUE IMMUNOPEROXIDASE-LAB","88342","$284.00","$42.88","$284.00","$161.37","$161.37","$142.80","$175.48","$125.58","$85.03","$170.40","$45.61","$99.12","$99.12","$170.40","$269.80","$241.40","$164.72","$140.00","$147.00","$147.00","$176.08","$147.68","$167.56","$140.00","$42.88","$284.00","$140.70","$142.80"
"Rex Hospital","HC IMMUNO FLUORESCENCE-CONSULT INITIAL","88346","$485.00","$36.07","$485.00","$126.08","$126.08","$284.13","$299.68","$214.47","$145.21","$291.00","$36.07","$169.27","$169.27","$291.00","$460.75","$412.25","$281.30","$268.04","$281.44","$0.00","$300.70","$252.20","$286.15","$268.04","$42.88","$485.00","$277.89","$273.40"
"Rex Hospital","HC HER2NEU MORPHOMETRIC SPECIMEN","88360","$178.00","$42.36","$178.00","$178.00","$178.00","$142.80","$109.99","$78.71","$53.29","$106.80","$42.36","$62.12","$62.12","$106.80","$169.10","$151.30","$103.24","$140.00","$147.00","$147.00","$110.36","$92.56","$105.02","$140.00","$42.88","$178.00","$140.70","$142.80"
"Rex Hospital","HC ESTROGEN RECEPTOR MORPHOMETRIC SPECIMEN","88360","$108.00","$32.34","$147.00","$108.00","$108.00","$142.80","$66.73","$47.76","$32.34","$64.80","$42.36","$37.69","$37.69","$64.80","$102.60","$91.80","$62.64","$108.00","$108.00","$147.00","$66.96","$56.16","$63.72","$140.00","$42.88","$108.00","$108.00","$142.80"
"Rex Hospital","HC PROGESTERONE RECEPTOR MORPHOME SPECIMEN","88360","$108.00","$32.34","$147.00","$108.00","$108.00","$142.80","$66.73","$47.76","$32.34","$64.80","$42.36","$37.69","$37.69","$64.80","$102.60","$91.80","$62.64","$108.00","$108.00","$147.00","$66.96","$56.16","$63.72","$140.00","$42.88","$108.00","$108.00","$142.80"
"Rex Hospital","HC IN SITU HYBRIDIZATION, EACH SPECIMEN","88365","$282.00","$64.93","$282.00","$282.00","$282.00","$142.80","$174.25","$124.70","$84.43","$169.20","$86.11","$98.42","$98.42","$169.20","$267.90","$239.70","$163.56","$140.00","$147.00","$147.00","$174.84","$146.64","$166.38","$140.00","$64.93","$282.00","$140.70","$142.80"
"Rex Hospital","HC UNC - P-CYTOGEN INTERP&RP","88291","$124.00","$20.95","$124.00","$76.35","$76.35","$33.80","$76.62","$54.83","$37.13","$74.40","$20.95","$43.28","$43.28","$74.40","$117.80","$105.40","$71.92","$33.14","$34.80","$34.80","$76.88","$64.48","$73.16","$33.14","$34.21","$124.00","$33.31","$33.80"
"Rex Hospital","HC HBA1/HBA2 GENE ANALYSIS FOR COMMON DLETIONS OR VARIANTS","81257","$147.00","$44.01","$147.00","$107.31","$107.31","$104.31","$90.83","$65.00","$44.01","$88.20","$141.45","$51.30","$51.30","$88.20","$139.65","$124.95","$85.26","$56.24","$107.37","$107.37","$91.14","$76.44","$86.73","$102.26","$122.71","$147.00","$102.77","$104.31"
"Rex Hospital","HC HGBMO - REFLEX MOPATH PROC LVL 3","81401","$157.00","$47.01","$157.00","$157.00","$157.00","$139.74","$97.01","$69.43","$47.01","$94.20","$91.21","$54.79","$54.79","$94.20","$149.15","$133.45","$91.06","$75.35","$143.85","$143.85","$97.34","$81.64","$92.63","$137.00","$157.00","$157.00","$137.69","$139.74"
"Rex Hospital","HC HGBMO - REFLEX MOPATH PROC LVL 5","81403","$157.00","$47.01","$160.14","$157.00","$157.00","$160.14","$97.01","$69.43","$47.01","$94.20","$118.83","$54.79","$54.79","$94.20","$149.15","$133.45","$91.06","$101.86","$157.00","$157.00","$97.34","$81.64","$92.63","$157.00","$157.00","$157.00","$157.00","$157.00"
"Rex Hospital","HC BILICHEK","88720","$17.00","$2.76","$17.00","$14.48","$14.48","$5.12","$10.50","$7.52","$5.09","$10.20","$4.44","$5.93","$5.93","$10.20","$16.15","$14.45","$9.86","$2.76","$5.27","$0.00","$10.54","$8.84","$10.03","$5.02","$8.63","$17.00","$5.05","$5.12"
"Rex Hospital","HC PILINKED AG CD14 MONOS","88184","$257.00","$20.08","$290.33","$147.82","$147.82","$282.04","$158.80","$113.65","$76.95","$154.20","$49.57","$89.69","$89.69","$154.20","$244.15","$218.45","$149.06","$257.00","$257.00","$290.33","$159.34","$133.64","$151.63","$276.51","$20.08","$257.00","$257.00","$282.04"
"Rex Hospital","HC PI LINKED AG CD55 NEUT","88184","$257.00","$20.08","$290.33","$147.82","$147.82","$282.04","$158.80","$113.65","$76.95","$154.20","$49.57","$89.69","$89.69","$154.20","$244.15","$218.45","$149.06","$257.00","$257.00","$290.33","$159.34","$133.64","$151.63","$276.51","$20.08","$257.00","$257.00","$282.04"
"Rex Hospital","HC FETAL HEMOGLOBIN FLOW CYTOMETRY","88184","$257.00","$20.08","$290.33","$147.82","$147.82","$282.04","$158.80","$113.65","$76.95","$154.20","$49.57","$89.69","$89.69","$154.20","$244.15","$218.45","$149.06","$257.00","$257.00","$290.33","$159.34","$133.64","$151.63","$276.51","$20.08","$257.00","$257.00","$282.04"
"Rex Hospital","HC HPFB REFLEX HGB F RBC DISTRI","88184","$144.00","$20.08","$290.33","$144.00","$144.00","$282.04","$88.98","$63.68","$43.11","$86.40","$49.57","$50.26","$50.26","$86.40","$136.80","$122.40","$83.52","$144.00","$144.00","$290.33","$89.28","$74.88","$84.96","$276.51","$20.08","$144.00","$144.00","$282.04"
"Rex Hospital","HC LEUKEMIA B PANEL","88184","$257.00","$20.08","$290.33","$147.82","$147.82","$282.04","$158.80","$113.65","$76.95","$154.20","$49.57","$89.69","$89.69","$154.20","$244.15","$218.45","$149.06","$257.00","$257.00","$290.33","$159.34","$133.64","$151.63","$276.51","$20.08","$257.00","$257.00","$282.04"
"Rex Hospital","HC LEUKEMIA LYMPHONA PHENOTYPE","88184","$257.00","$20.08","$290.33","$147.82","$147.82","$282.04","$158.80","$113.65","$76.95","$154.20","$49.57","$89.69","$89.69","$154.20","$244.15","$218.45","$149.06","$257.00","$257.00","$290.33","$159.34","$133.64","$151.63","$276.51","$20.08","$257.00","$257.00","$282.04"
"Rex Hospital","HC 82583 MOLECULAR GENETICS DNA PROB EA","88271","$38.00","$11.38","$38.00","$38.00","$38.00","$21.85","$23.48","$16.80","$11.38","$22.80","$18.96","$13.26","$13.26","$22.80","$36.10","$32.30","$22.04","$11.78","$22.49","$22.49","$23.56","$19.76","$22.42","$21.42","$36.82","$38.00","$21.53","$21.85"
"Rex Hospital","HC 88271 PLASMA CELL","88271","$37.00","$11.08","$37.00","$37.00","$37.00","$21.85","$22.86","$16.36","$11.08","$22.20","$18.96","$12.91","$12.91","$22.20","$35.15","$31.45","$21.46","$11.78","$22.49","$22.49","$22.94","$19.24","$21.83","$21.42","$36.82","$37.00","$21.53","$21.85"
"Rex Hospital","HC 88291 PLASMA CELL","88271","$240.00","$11.78","$240.00","$61.87","$61.87","$21.85","$148.30","$106.13","$71.86","$144.00","$18.96","$83.76","$83.76","$144.00","$228.00","$204.00","$139.20","$11.78","$22.49","$22.49","$148.80","$124.80","$141.60","$21.42","$36.82","$240.00","$21.53","$21.85"
"Rex Hospital","HC NB ANEUPLOIDY DETECT","88271","$240.00","$11.78","$240.00","$61.87","$61.87","$21.85","$148.30","$106.13","$71.86","$144.00","$18.96","$83.76","$83.76","$144.00","$228.00","$204.00","$139.20","$11.78","$22.49","$22.49","$148.80","$124.80","$141.60","$21.42","$36.82","$240.00","$21.53","$21.85"
"Rex Hospital","HC SUBTELOMERIC REGN ANOM","88291","$48.00","$14.37","$48.00","$48.00","$48.00","$33.80","$29.66","$21.23","$14.37","$28.80","$20.95","$16.75","$16.75","$28.80","$45.60","$40.80","$27.84","$33.14","$34.80","$34.80","$29.76","$24.96","$28.32","$33.14","$34.21","$48.00","$33.31","$33.80"
"Rex Hospital","HC 88291 PLASMA CELL","88291","$38.00","$11.38","$38.00","$38.00","$38.00","$33.80","$23.48","$16.80","$11.38","$22.80","$20.95","$13.26","$13.26","$22.80","$36.10","$32.30","$22.04","$33.14","$34.80","$34.80","$23.56","$19.76","$22.42","$33.14","$34.21","$38.00","$33.31","$33.80"
"Rex Hospital","HC CONSULT COMPREHENSIVE RECORDS SPECIMENS REPORT","88325","$647.00","$48.26","$647.00","$356.50","$356.50","$49.23","$399.78","$286.10","$193.71","$388.20","$89.83","$225.80","$225.80","$388.20","$614.65","$549.95","$375.26","$48.26","$50.68","$50.68","$401.14","$336.44","$381.73","$48.26","$64.93","$647.00","$48.51","$49.23"
"Rex Hospital","HC MORPHOMETRIC ANALYSIS","88358","$376.00","$25.83","$376.00","$274.48","$274.48","$135.95","$232.33","$166.27","$112.57","$225.60","$25.83","$131.22","$131.22","$225.60","$357.20","$319.60","$218.08","$133.29","$139.95","$139.95","$233.12","$195.52","$221.84","$133.29","$42.88","$376.00","$140.70","$135.95"
"Rex Hospital","HC BREAST RECEPTOR IMMUNO SPECIMEN","88360","$319.00","$42.36","$319.00","$195.09","$195.09","$142.80","$197.11","$141.06","$95.51","$191.40","$42.36","$111.33","$111.33","$191.40","$303.05","$271.15","$185.02","$140.00","$147.00","$147.00","$197.78","$165.88","$188.21","$140.00","$42.88","$319.00","$140.70","$142.80"
"Rex Hospital","HC TUMOR IMMUNOHISTOCHEMISTRY QUANT","88360","$282.00","$42.36","$282.00","$195.09","$195.09","$142.80","$174.25","$124.70","$84.43","$169.20","$42.36","$98.42","$98.42","$169.20","$267.90","$239.70","$163.56","$140.00","$147.00","$147.00","$174.84","$146.64","$166.38","$140.00","$42.88","$282.00","$140.70","$142.80"
"Rex Hospital","HC CELL MARKER EACH ADDITIONAL","88185","$93.00","$20.08","$93.00","$66.67","$66.67","$0.00","$57.46","$41.12","$27.84","$55.80","$30.25","$32.46","$32.46","$55.80","$88.35","$79.05","$53.94","$0.00","$0.00","$0.00","$57.66","$48.36","$54.87","$0.00","$20.08","$93.00","$0.00","$0.00"
"Rex Hospital","HC 8537 TISSUE CULTURE FOR CHROM","88237","$227.00","$67.96","$227.00","$227.00","$227.00","$146.63","$140.26","$100.38","$67.96","$136.20","$111.84","$79.22","$79.22","$136.20","$215.65","$192.95","$131.66","$79.06","$150.94","$150.94","$140.74","$118.04","$133.93","$143.75","$217.09","$227.00","$144.47","$146.63"
"Rex Hospital","HC TISSUE CULT/BN MARR/SETUP ONLY","88237","$325.00","$79.06","$325.00","$325.00","$325.00","$146.63","$200.82","$143.72","$97.31","$195.00","$111.84","$113.43","$113.43","$195.00","$308.75","$276.25","$188.50","$79.06","$150.94","$150.94","$201.50","$169.00","$191.75","$143.75","$217.09","$325.00","$144.47","$146.63"
"Rex Hospital","HC 83358 PLASMA CELL PROLIF FISH","88240","$42.00","$7.19","$42.00","$30.58","$30.58","$13.33","$25.95","$18.57","$12.57","$25.20","$8.94","$14.66","$14.66","$25.20","$39.90","$35.70","$24.36","$7.19","$13.72","$13.72","$26.04","$21.84","$24.78","$13.07","$17.36","$42.00","$13.14","$13.33"
"Rex Hospital","HC 8696 CHROMOSOMES CONGENITAL","88262","$637.00","$69.02","$637.00","$360.08","$360.08","$128.00","$393.60","$281.68","$190.72","$382.20","$110.36","$222.31","$222.31","$382.20","$605.15","$541.45","$369.46","$69.02","$131.76","$131.76","$394.94","$331.24","$375.83","$125.49","$214.24","$637.00","$126.12","$128.00"
"Rex Hospital","HC 83358 PLASMA CELL  88275","88275","$102.00","$28.15","$102.00","$102.00","$102.00","$52.21","$63.03","$45.10","$30.54","$61.20","$35.56","$35.60","$35.60","$61.20","$96.90","$86.70","$59.16","$28.15","$53.75","$53.75","$63.24","$53.04","$60.18","$51.19","$69.02","$102.00","$51.45","$52.21"
"Rex Hospital","HC 89721 MRD ANALYSIS ADDL CELL","88275","$356.00","$28.15","$356.00","$119.78","$119.78","$52.21","$219.97","$157.42","$106.59","$213.60","$35.56","$124.24","$124.24","$213.60","$338.20","$302.60","$206.48","$28.15","$53.75","$53.75","$220.72","$185.12","$210.04","$51.19","$69.02","$356.00","$51.45","$52.21"
"Rex Hospital","HC REF INTERPHS ISH ANLYZ 100/300","88275","$63.00","$18.86","$63.00","$63.00","$63.00","$52.21","$38.93","$27.86","$18.86","$37.80","$35.56","$21.99","$21.99","$37.80","$59.85","$53.55","$36.54","$28.15","$53.75","$53.75","$39.06","$32.76","$37.17","$51.19","$63.00","$63.00","$51.45","$52.21"
"Rex Hospital","HC 3287 ACID PHOSPHATASE ST 88319","88319","$134.00","$40.03","$648.33","$134.00","$134.00","$629.81","$82.80","$59.25","$40.12","$80.40","$40.03","$46.77","$46.77","$80.40","$127.30","$113.90","$77.72","$134.00","$134.00","$648.33","$83.08","$69.68","$79.06","$617.46","$64.93","$134.00","$134.00","$629.81"
"Rex Hospital","HC 3287 TARTATE RESISTANCE ACID P S","88319","$134.00","$40.03","$648.33","$134.00","$134.00","$629.81","$82.80","$59.25","$40.12","$80.40","$40.03","$46.77","$46.77","$80.40","$127.30","$113.90","$77.72","$134.00","$134.00","$648.33","$83.08","$69.68","$79.06","$617.46","$64.93","$134.00","$134.00","$629.81"
"Rex Hospital","HC 3287 TARTATERESIST ACID P ST 8832","88325","$134.00","$40.12","$134.00","$134.00","$134.00","$49.23","$82.80","$59.25","$40.12","$80.40","$89.83","$46.77","$46.77","$80.40","$127.30","$113.90","$77.72","$48.26","$50.68","$50.68","$83.08","$69.68","$79.06","$48.26","$64.93","$134.00","$48.51","$49.23"
"Rex Hospital","HC 3287-ACID PHOSPHATASE ST-88325","88325","$134.00","$40.12","$134.00","$134.00","$134.00","$49.23","$82.80","$59.25","$40.12","$80.40","$89.83","$46.77","$46.77","$80.40","$127.30","$113.90","$77.72","$48.26","$50.68","$50.68","$83.08","$69.68","$79.06","$48.26","$64.93","$134.00","$48.51","$49.23"
"Rex Hospital","HC 19263PLASMA CELL SCRN","88185","$272.00","$20.08","$272.00","$66.67","$66.67","$0.00","$168.07","$120.28","$81.44","$163.20","$30.25","$94.93","$94.93","$163.20","$258.40","$231.20","$157.76","$0.00","$0.00","$0.00","$168.64","$141.44","$160.48","$0.00","$20.08","$272.00","$0.00","$0.00"
"Rex Hospital","HC 80028 TCR V BETA","88185","$212.00","$20.08","$212.00","$66.67","$66.67","$0.00","$130.99","$93.75","$63.47","$127.20","$30.25","$73.99","$73.99","$127.20","$201.40","$180.20","$122.96","$0.00","$0.00","$0.00","$131.44","$110.24","$125.08","$0.00","$20.08","$212.00","$0.00","$0.00"
"Rex Hospital","HC 82962 NK GLL PANEL","88185","$212.00","$20.08","$212.00","$66.67","$66.67","$0.00","$130.99","$93.75","$63.47","$127.20","$30.25","$73.99","$73.99","$127.20","$201.40","$180.20","$122.96","$0.00","$0.00","$0.00","$131.44","$110.24","$125.08","$0.00","$20.08","$212.00","$0.00","$0.00"
"Rex Hospital","HC CTCB EACH ADDITIONAL MARKER MAYO","88185","$93.00","$20.08","$93.00","$66.67","$66.67","$0.00","$57.46","$41.12","$27.84","$55.80","$30.25","$32.46","$32.46","$55.80","$88.35","$79.05","$53.94","$0.00","$0.00","$0.00","$57.66","$48.36","$54.87","$0.00","$20.08","$93.00","$0.00","$0.00"
"Rex Hospital","HC 81156 PI LINKED AG CD59 (NEUT)","88185","$73.00","$20.08","$73.00","$66.67","$66.67","$0.00","$45.11","$32.28","$21.86","$43.80","$30.25","$25.48","$25.48","$43.80","$69.35","$62.05","$42.34","$0.00","$0.00","$0.00","$45.26","$37.96","$43.07","$0.00","$20.08","$73.00","$0.00","$0.00"
"Rex Hospital","HC 81156 PI LINKED AG CD59 RBC","88185","$73.00","$20.08","$73.00","$66.67","$66.67","$0.00","$45.11","$32.28","$21.86","$43.80","$30.25","$25.48","$25.48","$43.80","$69.35","$62.05","$42.34","$0.00","$0.00","$0.00","$45.26","$37.96","$43.07","$0.00","$20.08","$73.00","$0.00","$0.00"
"Rex Hospital","HC 88465 FLOW CYTO INTERP 2-8 MARKE","88187","$340.00","$12.50","$340.00","$108.60","$108.60","$38.61","$210.09","$150.35","$101.80","$204.00","$47.48","$118.66","$118.66","$204.00","$323.00","$289.00","$197.20","$37.85","$39.74","$39.74","$210.80","$176.80","$200.60","$37.85","$12.50","$340.00","$38.04","$38.61"
"Rex Hospital","HC CTCB-FLW CYTOM,INTER 2-8 MK-MAYO","88187","$161.00","$12.50","$161.00","$108.60","$108.60","$38.61","$99.48","$71.19","$48.20","$96.60","$47.48","$56.19","$56.19","$96.60","$152.95","$136.85","$93.38","$37.85","$39.74","$39.74","$99.82","$83.72","$94.99","$37.85","$12.50","$161.00","$38.04","$38.61"
"Rex Hospital","HC 88466 FLOW CYTO INTERP 9-15 MAKERS","88188","$632.00","$42.88","$632.00","$150.86","$150.86","$64.87","$390.51","$279.47","$189.22","$379.20","$60.51","$220.57","$220.57","$379.20","$600.40","$537.20","$366.56","$63.60","$66.78","$66.78","$391.84","$328.64","$372.88","$63.60","$42.88","$632.00","$63.92","$64.87"
"Rex Hospital","HC 88467 FLOW MARKER 16 OR MORE","88189","$463.00","$42.88","$463.00","$202.01","$202.01","$87.33","$286.09","$204.74","$138.62","$277.80","$74.24","$161.59","$161.59","$277.80","$439.85","$393.55","$268.54","$85.62","$89.90","$89.90","$287.06","$240.76","$273.17","$85.62","$42.88","$463.00","$86.05","$87.33"
"Rex Hospital","HC 8506-CHROMOSOMES HEMO, BONE M.","88264","$222.00","$66.47","$222.00","$222.00","$222.00","$147.50","$137.17","$98.17","$66.47","$133.20","$110.36","$77.48","$77.48","$133.20","$210.90","$188.70","$128.76","$79.54","$151.84","$151.84","$137.64","$115.44","$130.98","$144.61","$214.24","$222.00","$145.33","$147.50"
"Rex Hospital","HC THYROGLOBULIN TUMOR MARKER FNA/NODE","88368","$409.00","$47.71","$409.00","$173.91","$173.91","$268.51","$252.72","$180.86","$122.45","$245.40","$47.71","$142.74","$142.74","$245.40","$388.55","$347.65","$237.22","$263.24","$281.44","$276.40","$253.58","$212.68","$241.31","$263.24","$64.93","$409.00","$277.89","$268.51"
